Governorate,District,Town,refArea_resource,EduResourceExists,VocationalInstitutes,Observation URI_resource,references_resource,publisher_resource,EduResourceMissing,LebaneseUniBranches,PublicSchoolCoverage,PublicSchools,Universities,PrivateUniBranches,dataset_resource,PrivateSchools,refArea_level,Illiteracy,SchoolDropout,Observation URI_level,references_level,University,publisher_level,Secondary,Intermediate,Vocational,Elementary,HigherEducation,dataset_level
Mount Lebanon Governorate,Keserwan District,Jounie,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jounie+,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jounie+,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Jouret Bedrane,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jouret+Bedrane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouret+Bedrane,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Jouret E-Tourmos,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jouret+E-Tourmos,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouret+E-Tourmos,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Kfar Dibiane,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kfar+Dibiane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,7000,2,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,http://dbpedia.org/resource/Keserwan_District,5.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Dibiane,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,15.0,20.0,15.0,15.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Kfar Jreif,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kfar+Jreif,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,0.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Jreif,https://impact.cib.gov.lb/home#open_data_section,13.0,Impact Open Data,10.0,20.0,15.0,40.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Maarab,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Maarab,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Maarab,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,15.0,15.0,15.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Maaysra Kesrouane,http://dbpedia.org/resource/Keserwan_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Maaysra+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2300,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2,http://dbpedia.org/resource/Keserwan_District,1.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Maaysra+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,30.0,20.0,9.0,20.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Mayrouba,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mayrouba,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,20.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mayrouba,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,5.0,30.0,2.0,20.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Ouata El-Jaouz,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ouata+El-Jaouz,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouata+El-Jaouz,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Qleiaat Kesrouane,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qleiaat+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,http://dbpedia.org/resource/Keserwan_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qleiaat+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,0.0,Impact Open Data,0.0,0.0,0.0,0.0,100.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Raachine,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Raachine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,http://dbpedia.org/resource/Keserwan_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Raachine,https://impact.cib.gov.lb/home#open_data_section,38.0,Impact Open Data,20.0,20.0,10.0,5.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Rayfoun,http://dbpedia.org/resource/Keserwan_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rayfoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1800,2,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3,http://dbpedia.org/resource/Keserwan_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Rayfoun,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,35.0,10.0,5.0,10.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Safra Kesrouane,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Safra+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,9100,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,15.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Safra+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,20.0,20.0,10.0,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Shayleh Kesrouane,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Shayleh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,http://dbpedia.org/resource/Keserwan_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Shayleh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,25.0,20.0,15.0,10.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Tabarja,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Tabarja,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Tabarja,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Yahchouch,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-yahchouch,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-yahchouch,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Zaaitreh,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Zaaitreh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Zaaitreh,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,20.0,20.0,5.0,25.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Zaitoun,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Zaitoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Keserwan_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Zaitoun,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,13.0,40.0,5.0,15.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Zouk Mkayel,http://dbpedia.org/resource/Keserwan_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Zouk+Mkayel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,45000,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3,http://dbpedia.org/resource/Keserwan_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Zouk+Mkayel,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,40.0,40.0,5.0,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Keserwan District,Zouk Mousbeh,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Zouk+Mousbeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,82000,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2,http://dbpedia.org/resource/Keserwan_District,20.0,15.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Zouk+Mousbeh,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,20.0,5.0,15.0,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aain Aalaq,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-aain+Aalaq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-aain+Aalaq,https://impact.cib.gov.lb/home#open_data_section,50.0,Impact Open Data,10.0,10.0,10.0,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aain El-Kharroubeh,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+El-Kharroubeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,2.0,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+El-Kharroubeh,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,30.0,,5.0,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aain El-Qabu,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+El-Qabu,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+El-Qabu,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,20.0,20.0,10.0,10.0,15.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aain Es-Sindiane,http://dbpedia.org/resource/Matn_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Es-Sindiane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2000,2,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,http://dbpedia.org/resource/Matn_District,3.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Es-Sindiane,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,30.0,15.0,2.0,10.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aain Et-Teffaha,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Et-Teffaha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Et-Teffaha,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,30.0,10.0,5.0,20.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aain Ez-Zeitouneh,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Ez-Zeitouneh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ez-Zeitouneh,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,10.0,20.0,10.0,10.0,15.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aain Saadeh,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aain+Saadeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Saadeh,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aatchaneh,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aatchaneh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,http://dbpedia.org/resource/Matn_District,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aatchaneh,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,10.0,20.0,25.0,0.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aayoun El-Matn,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aayoun+El-Matn,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,5.0,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aayoun+El-Matn,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,15.0,40.0,2.0,15.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aayroun,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aayroun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aayroun,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,25.0,25.0,10.0,0.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Abou Mizan,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Abou+Mizan,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Abou+Mizan,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Aintoura El-Matn,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Aintoura+El-Matn,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aintoura+El-Matn,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Antelias-Naccache,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Antelias-Naccache,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,2,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3,http://dbpedia.org/resource/Matn_District,0.0,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Antelias-Naccache,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Baabdat,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baabdat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Baabdat,https://impact.cib.gov.lb/home#open_data_section,32.0,Impact Open Data,1.0,1.0,5.0,1.0,60.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Baouchriyeh El Sad,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baouchriyeh+el+Sad,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Baouchriyeh+el+Sad,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Baskinta,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baskinta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,http://dbpedia.org/resource/Matn_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Baskinta,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Beit El-Kekko,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Beit+El-Kekko,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,27000,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4,http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El-Kekko,https://impact.cib.gov.lb/home#open_data_section,45.0,Impact Open Data,20.0,10.0,10.0,10.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Mount Lebanon Governorate,Matn District,Beit Meri,http://dbpedia.org/resource/Matn_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Beit+Meri,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,9500,2,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,http://dbpedia.org/resource/Matn_District,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Meri,https://impact.cib.gov.lb/home#open_data_section,24.0,Impact Open Data,10.0,25.0,10.0,20.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
