Governorate,District,Town,refArea_resource,EduResourceExists,VocationalInstitutes,Observation URI_resource,references_resource,publisher_resource,EduResourceMissing,LebaneseUniBranches,PublicSchoolCoverage,PublicSchools,Universities,PrivateUniBranches,dataset_resource,PrivateSchools,refArea_level,Illiteracy,SchoolDropout,Observation URI_level,references_level,University,publisher_level,Secondary,Intermediate,Vocational,Elementary,HigherEducation,dataset_level
Akkar Governorate,,Mansoura,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mansoura+,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,2.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mansoura+,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,30.0,18.0,30.0,7.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Massaaoudiyeh,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Massaaoudiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,8000,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Massaaoudiyeh,https://impact.cib.gov.lb/home#open_data_section,8.0,Impact Open Data,10.0,25.0,9.0,40.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mazareaa Jabal Akroum,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mazareaa+Jabal+Akroum,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,5.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mazareaa+Jabal+Akroum,https://impact.cib.gov.lb/home#open_data_section,12.0,Impact Open Data,15.0,30.0,5.0,30.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mazraat Balda,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mazraat+Balda,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4000,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mazraat+Balda,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,25.0,35.0,10.0,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mazraat Bani Sakher,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mazraat+Bani+Sakher,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2300,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,60.0,50.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mazraat+Bani+Sakher,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,5.0,5.0,4.0,20.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mazraat Beit Ghattas,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mazraat+Beit+Ghattas,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2320,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mazraat+Beit+Ghattas,https://impact.cib.gov.lb/home#open_data_section,14.0,Impact Open Data,40.0,40.0,1.0,2.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Menneaa,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Menneaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Menneaa,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,40.0,20.0,10.0,10.0,30.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mhammaret,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mhammaret,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,7000,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,20.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mhammaret,https://impact.cib.gov.lb/home#open_data_section,8.0,Impact Open Data,10.0,15.0,10.0,35.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Minyara,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Minyara,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3833,3,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,6,https://dbpedia.org/page/Akkar_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Minyara,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,25.0,40.0,10.0,5.0,9.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Moqaylbeh,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Moqaylbeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2000,3,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,30.0,8.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Moqaylbeh,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,10.0,10.0,17.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mouanse,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mouanse,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1500,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mouanse,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,20.0,40.0,15.0,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mounjez,https://dbpedia.org/page/Akkar_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mounjez,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mounjez,https://impact.cib.gov.lb/home#open_data_section,9.0,Impact Open Data,9.0,50.0,10.0,20.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mqaiteaa,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mqaiteaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,6400,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mqaiteaa,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,15.0,32.0,4.0,38.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Mrah Kwakh,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Mrah+Kwakh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrah+Kwakh,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,20.0,15.0,25.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Naoura El-Faouqa,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Naoura+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1000,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,4.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Naoura+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,25.0,20.0,20.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Nfisseh,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Nfisseh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nfisseh,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,19.0,20.0,10.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Ouada,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ouada,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,650,2,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouada,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,25.0,7.0,35.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Ouadi El-Haour,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ouadi+El-Haour,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,770,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+El-Haour,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,25.0,10.0,35.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Ouadi Khaled,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ouadi+Khaled,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2611,9,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Khaled,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,25.0,15.0,10.0,9.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qabaait,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qabaait,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4000,2,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2,https://dbpedia.org/page/Akkar_Governorate,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qabaait,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,15.0,20.0,10.0,20.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qachlaq,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qachlaq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1000,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,10.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qachlaq,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,15.0,25.0,10.0,30.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qantarat Aakkar,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qantarat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qantarat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,30.0,30.0,10.0,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qanya,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qanya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2100,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2,https://dbpedia.org/page/Akkar_Governorate,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qanya,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,10.0,20.0,10.0,20.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qardaf,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qardaf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qardaf,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qarha,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qarha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1200,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,5.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarha,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,10.0,50.0,5.0,25.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qbaiyat Aakkar,https://dbpedia.org/page/Akkar_Governorate,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qbaiyat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1000,5,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2,https://dbpedia.org/page/Akkar_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qbaiyat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,20.0,15.0,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qleiaat Aakkar,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qleiaat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,8000,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,0.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qleiaat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0.0,Impact Open Data,0.0,0.0,0.0,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qloud El-Baqieh,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qloud+El-Baqieh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,20.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qloud+El-Baqieh,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,10.0,20.0,10.0,30.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qornet Aakkar,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qornet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,2,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,1.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qornet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,17.0,Impact Open Data,30.0,25.0,5.0,20.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qoubber Chamra,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qoubber+Chamra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,3.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qoubber+Chamra,https://impact.cib.gov.lb/home#open_data_section,2.0,Impact Open Data,15.0,15.0,25.0,40.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Qraiyat,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Qraiyat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,15.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qraiyat,https://impact.cib.gov.lb/home#open_data_section,8.0,Impact Open Data,10.0,20.0,1.0,45.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Rahbeh,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rahbeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3766,3,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,https://dbpedia.org/page/Akkar_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Rahbeh,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,40.0,10.0,5.0,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Rihaniyet Aakkar,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Rihaniyet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1800,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,2.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Rihaniyet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,13.0,Impact Open Data,22.0,25.0,15.0,22.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Saadine,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Saadine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,5.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Saadine,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,14.0,40.0,10.0,20.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Sahle,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Sahle,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Sahle,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Sammaqiyeh,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Sammaqiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1242,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,35.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Sammaqiyeh,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,10.0,10.0,10.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Sayssouq,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Sayssouq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,5.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Sayssouq,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,30.0,25.0,0.0,15.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
Akkar Governorate,,Sfaynet El-Qaitaa,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Sfaynet+El-Qaitaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5000,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,https://dbpedia.org/page/Akkar_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Sfaynet+El-Qaitaa,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,36.0,2.0,30.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
