refArea,Illiteracy,SchoolDropout,Observation URI,references,University,publisher,Secondary,Intermediate,Vocational,Elementary,HigherEducation,Town,dataset,Governorate,District
https://dbpedia.org/page/Mount_Lebanon_Governorate,2.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-+Bireh,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,15.0,30.0,10.0,25.0,3.0,Bireh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
https://dbpedia.org/page/South_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-A%27ain+El-Mir+%28El+Establ%29,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,A'Ain El-Mir (El Establ),http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
https://dbpedia.org/page/Akkar_Governorate,15.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-AAridet+Cheikh+Zennad,https://impact.cib.gov.lb/home#open_data_section,0.0,Impact Open Data,0.0,30.0,0.0,50.0,5.0,Aaridet Cheikh Zennad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/North_Governorate,5.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aaba,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,15.0,20.0,10.0,10.0,20.0,Aaba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,
http://dbpedia.org/resource/Baabda_District,3.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aabadiyeh,https://impact.cib.gov.lb/home#open_data_section,17.0,Impact Open Data,30.0,20.0,3.0,17.0,10.0,Aabadiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Baabda District
http://dbpedia.org/resource/Byblos_District,2.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aabaydat,https://impact.cib.gov.lb/home#open_data_section,18.0,Impact Open Data,50.0,18.0,2.0,10.0,0.0,Aabaydat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
https://dbpedia.org/page/Nabatieh_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aabba,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aabba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Nabatieh Governorate,
http://dbpedia.org/resource/Tyre_District,3.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aabbesiyyi,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,30.0,20.0,5.0,2.0,Aabbesiyyi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Tyre District
http://dbpedia.org/resource/Bsharri_District,2.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aabdine,https://impact.cib.gov.lb/home#open_data_section,40.0,Impact Open Data,20.0,10.0,5.0,5.0,18.0,Aabdine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Bsharri District
http://dbpedia.org/resource/Sidon_District,5.0,50.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aabra+Saida,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,10.0,25.0,10.0,15.0,5.0,Aabra Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Sidon District
http://dbpedia.org/resource/Batroun_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aabrine,https://impact.cib.gov.lb/home#open_data_section,40.0,Impact Open Data,30.0,10.0,10.0,5.0,5.0,Aabrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Batroun District
http://dbpedia.org/resource/Zgharta_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aachach,https://impact.cib.gov.lb/home#open_data_section,40.0,Impact Open Data,10.0,0.0,20.0,0.0,30.0,Aachach,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Zgharta District
http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aachqout,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aachqout,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Keserwan District
http://dbpedia.org/resource/Marjeyoun_District,3.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aadaysseh+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,16.0,Impact Open Data,20.0,22.0,18.0,16.0,5.0,Aadaysseh Marjaayoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Marjeyoun District
https://dbpedia.org/page/Nabatieh_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aadchit+Ech-Chqif,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aadchit Ech-Chqif,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Nabatieh Governorate,
http://dbpedia.org/resource/Marjeyoun_District,10.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aadchit+El-Qoussair,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,14.0,15.0,10.0,35.0,1.0,Aadchit El-Qoussair,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Marjeyoun District
http://dbpedia.org/resource/Sidon_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aadloun,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aadloun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Sidon District
http://dbpedia.org/resource/Sidon_District,2.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aadoussiyeh,https://impact.cib.gov.lb/home#open_data_section,14.0,Impact Open Data,20.0,40.0,3.0,20.0,1.0,Aadoussiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Sidon District
https://dbpedia.org/page/North_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aafsdiq,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,40.0,10.0,0.0,10.0,Aafsdiq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,
http://dbpedia.org/resource/Aley_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Aanoub,https://impact.cib.gov.lb/home#open_data_section,12.0,Impact Open Data,10.0,10.0,5.0,60.0,3.0,Aain Aanoub,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
https://dbpedia.org/page/Beqaa_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Aarab+Rachaya,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,30.0,10.0,20.0,5.0,Aain Aarab Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Beqaa Governorate,
https://dbpedia.org/page/Beqaa_Governorate,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Aata,https://impact.cib.gov.lb/home#open_data_section,3.0,Impact Open Data,10.0,20.0,10.0,50.0,2.0,Aain Aata,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Beqaa Governorate,
http://dbpedia.org/resource/Aley_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Dara,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aain Dara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Aley_District,10.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Drafil,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,25.0,10.0,20.0,5.0,Aain Drafil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Sidon_District,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ed-Delb,https://impact.cib.gov.lb/home#open_data_section,16.0,Impact Open Data,35.0,30.0,10.0,5.0,3.0,Aain Ed-Delb,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Sidon District
http://dbpedia.org/resource/Byblos_District,20.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ed-Delbe,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,10.0,10.0,20.0,20.0,0.0,Aain Ed-Delbe,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Aley_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ej-Jdideh+Aaley,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,35.0,10.0,10.0,5.0,5.0,Aain Ej-Jdideh Aaley,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Aley_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+El+Saydeh,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,2.0,5.0,10.0,53.0,10.0,Aain El Saydeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Byblos_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+El-Ghouaybeh,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,15.0,10.0,10.0,10.0,Aain El-Ghouaybeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Matn_District,2.0,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+El-Kharroubeh,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,30.0,,5.0,,,Aain El-Kharroubeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+El-Qabu,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,20.0,20.0,10.0,10.0,15.0,Aain El-Qabu,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Er-Rihane,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aain Er-Rihane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Keserwan District
http://dbpedia.org/resource/Aley_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Er-Roummaneh+Aaley,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aain Er-Roummaneh Aaley,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Matn_District,3.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Es-Sindiane,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,30.0,15.0,2.0,10.0,5.0,Aain Es-Sindiane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Et-Teffaha,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,30.0,10.0,5.0,20.0,5.0,Aain Et-Teffaha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/MiniyehâDanniyeh_District,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Et-Tineh-Miniyeh,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,18.0,20.0,5.0,2.0,Aain Et-Tineh-Miniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
https://dbpedia.org/page/Akkar_Governorate,20.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ez-Zeit,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,15.0,15.0,15.0,15.0,5.0,Aain Ez-Zeit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ez-Zeitouneh,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,10.0,20.0,10.0,10.0,15.0,Aain Ez-Zeitouneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Aley_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Fraidis,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aain Fraidis,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
https://dbpedia.org/page/Beqaa_Governorate,3.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Harsha,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,30.0,30.0,2.0,10.0,5.0,Aain Harsha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Beqaa Governorate,
http://dbpedia.org/resource/Bint_Jbeil_District,2.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ibl,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,20.0,15.0,13.0,10.0,Aain Ibl,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Bint Jbeil District
http://dbpedia.org/resource/Hasbaya_District,20.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Jarfa,https://impact.cib.gov.lb/home#open_data_section,8.0,Impact Open Data,10.0,15.0,25.0,20.0,2.0,Aain Jarfa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Hasbaya District
http://dbpedia.org/resource/Byblos_District,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Jrain,https://impact.cib.gov.lb/home#open_data_section,22.0,Impact Open Data,20.0,40.0,10.0,3.0,4.0,Aain Jrain,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Byblos_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Kfaa,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,20.0,10.0,10.0,20.0,Aain Kfaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/ZahlÃ©_District,15.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Kfar+Zabad,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,20.0,10.0,20.0,5.0,Aain Kfar Zabad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,ZahlÃ© District
http://dbpedia.org/resource/Aley_District,0.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ksour,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,10.0,5.0,30.0,5.0,Aain Ksour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Baabda_District,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Mouaffaq,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,25.0,10.0,15.0,10.0,Aain Mouaffaq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Baabda District
https://dbpedia.org/page/Mount_Lebanon_Governorate,8.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ouzain,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,20.0,10.0,20.0,2.0,Aain Ouzain,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
https://dbpedia.org/page/Nabatieh_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Qana,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aain Qana,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Nabatieh Governorate,
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Qania,https://impact.cib.gov.lb/home#open_data_section,60.0,Impact Open Data,40.0,30.0,20.0,30.0,10.0,Aain Qania,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Hasbaya_District,2.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Qinia,https://impact.cib.gov.lb/home#open_data_section,2.0,Impact Open Data,15.0,20.0,10.0,50.0,1.0,Aain Qinia,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Hasbaya District
http://dbpedia.org/resource/Matn_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Saadeh,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aain Saadeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
https://dbpedia.org/page/Akkar_Governorate,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Tinta,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,50.0,30.0,1.0,2.0,1.0,Aain Tinta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Aley_District,3.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Traz,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,30.0,25.0,10.0,10.0,2.0,Aain Traz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
https://dbpedia.org/page/Akkar_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Yaaqoub,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,15.0,20.0,15.0,5.0,Aain Yaaqoub,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Western_Beqaa_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Zebdeh,https://impact.cib.gov.lb/home#open_data_section,27.0,Impact Open Data,20.0,22.0,9.0,20.0,2.0,Aain Zebdeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Western Beqaa District
https://dbpedia.org/page/Mount_Lebanon_Governorate,10.0,15.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Zhalta,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,15.0,15.0,20.0,10.0,10.0,Aain Zhalta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Byblos_District,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+challal,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,10.0,50.0,10.0,10.0,5.0,Aain Challal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
https://dbpedia.org/page/Mount_Lebanon_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aainbal,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aainbal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Bint_Jbeil_District,1.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aaita+Ej-Jabal,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,30.0,20.0,20.0,9.0,5.0,Aaita Ej-Jabal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Bint Jbeil District
https://dbpedia.org/page/Akkar_Governorate,2.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aaiyat,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,30.0,5.0,30.0,3.0,Aaiyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Keserwan_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aajaltoun,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Aajaltoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Keserwan District
https://dbpedia.org/page/Akkar_Governorate,10.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aakkar+El-Aatiqa,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,20.0,20.0,10.0,20.0,5.0,Aakkar El-Aatiqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Aley_District,10.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aaley,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,20.0,5.0,20.0,5.0,Aaley,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Aley_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aaley+Bsatine,https://impact.cib.gov.lb/home#open_data_section,55.0,Impact Open Data,10.0,10.0,10.0,10.0,5.0,Aaley Bsatine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/ZahlÃ©_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aali+En-Nahri,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,30.0,25.0,10.0,10.0,5.0,Aali En-Nahri,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,ZahlÃ© District
http://dbpedia.org/resource/Zgharta_District,10.0,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aalma,https://impact.cib.gov.lb/home#open_data_section,9.0,Impact Open Data,20.0,30.0,10.0,20.0,1.0,Aalma,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Zgharta District
http://dbpedia.org/resource/Tyre_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aalma+Ech-Chaab,https://impact.cib.gov.lb/home#open_data_section,70.0,Impact Open Data,14.0,1.0,10.0,0.0,5.0,Aalma Ech-Chaab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Tyre District
http://dbpedia.org/resource/Marjeyoun_District,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aalman,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,50.0,4.0,20.0,0.0,Aalman,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Marjeyoun District
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aalmane+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,10.0,20.0,10.0,20.0,10.0,Aalmane Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
https://dbpedia.org/page/Akkar_Governorate,5.0,8.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aamaret+El-Baykat,https://impact.cib.gov.lb/home#open_data_section,8.0,Impact Open Data,25.0,20.0,10.0,30.0,2.0,Aamaret El-Baykat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/Akkar_Governorate,6.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aamayer,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,12.0,22.0,10.0,45.0,0.0,Aamayer,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
