refArea,Illiteracy,SchoolDropout,Observation URI,references,University,publisher,Secondary,Intermediate,Vocational,Elementary,HigherEducation,Town,dataset,Governorate,District
http://dbpedia.org/resource/Byblos_District,0.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bayzoun,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,10.0,20.0,40.0,20.0,5.0,Bayzoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Bsharri_District,10.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bazaaoun,https://impact.cib.gov.lb/home#open_data_section,22.0,Impact Open Data,12.0,16.0,18.0,20.0,2.0,Bazaaoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Bsharri District
http://dbpedia.org/resource/Tyre_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bazouriyeh,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Bazouriyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Tyre District
http://dbpedia.org/resource/Aley_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bchamoun,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Bchamoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Zgharta_District,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bchannine,https://impact.cib.gov.lb/home#open_data_section,9.0,Impact Open Data,35.0,30.0,10.0,15.0,0.0,Bchannine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Zgharta District
http://dbpedia.org/resource/Bsharri_District,14.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bcharreh,https://impact.cib.gov.lb/home#open_data_section,16.0,Impact Open Data,14.0,14.0,14.0,14.0,14.0,Bcharreh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Bsharri District
http://dbpedia.org/resource/Batroun_District,2.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bcheaali,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,20.0,10.0,15.0,18.0,10.0,Bcheaali,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Batroun District
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bchtfine,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,40.0,20.0,5.0,10.0,10.0,Bchtfine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Aley_District,5.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bdadoun,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,5.0,10.0,10.0,20.0,Bdadoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
https://dbpedia.org/page/North_Governorate,4.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bdebba,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,20.0,22.0,5.0,28.0,6.0,Bdebba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,
https://dbpedia.org/page/Akkar_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bebnine,https://impact.cib.gov.lb/home#open_data_section,27.0,Impact Open Data,30.0,20.0,5.0,10.0,3.0,Bebnine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/North_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bechmizzine,https://impact.cib.gov.lb/home#open_data_section,40.0,Impact Open Data,20.0,20.0,6.0,4.0,10.0,Bechmizzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bechouat,https://impact.cib.gov.lb/home#open_data_section,28.0,Impact Open Data,20.0,20.0,20.0,9.0,2.0,Bechouat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
http://dbpedia.org/resource/Batroun_District,40.0,30.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bechtoudar,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,10.0,15.0,10.0,15.0,0.0,Bechtoudar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Batroun District
"http://dbpedia.org/resource/Tripoli_District,_Lebanon",,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beddaoui,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Beddaoui,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,"Tripoli District, Lebanon"
http://dbpedia.org/resource/Aley_District,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bedghan+Oua+Ouadi+Bedghan,https://impact.cib.gov.lb/home#open_data_section,50.0,Impact Open Data,20.0,10.0,5.0,10.0,4.0,Bedghan Oua Ouadi Bedghan,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Tyre_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bedias,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Bedias,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Tyre District
https://dbpedia.org/page/North_Governorate,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bednayel+El-Koura,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,30.0,35.0,10.0,7.0,2.0,Bednayel El-Koura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,
http://dbpedia.org/resource/Byblos_District,3.0,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Behdaydat,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,15.0,,50.0,,Behdaydat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
https://dbpedia.org/page/South_Governorate,0.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Behnine,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,35.0,10.0,5.0,10.0,20.0,Behnine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
http://dbpedia.org/resource/MiniyehâDanniyeh_District,15.0,100.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Behouaita,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,15.0,15.0,10.0,15.0,5.0,Behouaita,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
https://dbpedia.org/page/Akkar_Governorate,0.0,15.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beino,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,30.0,20.0,5.0,5.0,10.0,Beino,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/Akkar_Governorate,10.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Ayoub,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,20.0,15.0,15.0,10.0,Beit Ayoub,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/Baalbek-Hermel_Governorate,7.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Chama,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,15.0,8.0,7.0,20.0,13.0,Beit Chama,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
http://dbpedia.org/resource/Batroun_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Chlala,https://impact.cib.gov.lb/home#open_data_section,45.0,Impact Open Data,20.0,20.0,5.0,5.0,5.0,Beit Chlala,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Batroun District
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Ed-Dine,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,10.0,20.0,5.0,15.0,Beit Ed-Dine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
https://dbpedia.org/page/Akkar_Governorate,10.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El+Haj,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,10.0,20.0,5.0,40.0,5.0,Beit El Haj,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/MiniyehâDanniyeh_District,5.0,4.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El-Faqs,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,10.0,15.0,10.0,10.0,Beit El-Faqs,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
https://dbpedia.org/page/Akkar_Governorate,5.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El-Haouch,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,20.0,20.0,20.0,30.0,0.0,Beit El-Haouch,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Matn_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El-Kekko,https://impact.cib.gov.lb/home#open_data_section,45.0,Impact Open Data,20.0,10.0,10.0,10.0,5.0,Beit El-Kekko,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/MiniyehâDanniyeh_District,2.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Haouik,https://impact.cib.gov.lb/home#open_data_section,3.0,Impact Open Data,5.0,30.0,10.0,50.0,0.0,Beit Haouik,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
http://dbpedia.org/resource/Byblos_District,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Hbaq,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,10.0,30.0,10.0,20.0,10.0,Beit Hbaq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Batroun_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Kassab,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Beit Kassab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Batroun District
https://dbpedia.org/page/Beqaa_Governorate,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Lahia,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,20.0,5.0,10.0,15.0,Beit Lahia,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Beqaa Governorate,
http://dbpedia.org/resource/Bint_Jbeil_District,6.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Lif,https://impact.cib.gov.lb/home#open_data_section,9.0,Impact Open Data,15.0,17.0,15.0,34.0,4.0,Beit Lif,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Bint Jbeil District
https://dbpedia.org/page/Akkar_Governorate,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Mellat,https://impact.cib.gov.lb/home#open_data_section,39.0,Impact Open Data,15.0,5.0,15.0,5.0,20.0,Beit Mellat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Matn_District,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Meri,https://impact.cib.gov.lb/home#open_data_section,24.0,Impact Open Data,10.0,25.0,10.0,20.0,10.0,Beit Meri,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Bsharri_District,10.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Monzer,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,10.0,20.0,10.0,10.0,Beit Monzer,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Bsharri District
http://dbpedia.org/resource/Zgharta_District,2.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Obeid,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,13.0,20.0,5.0,10.0,Beit Obeid,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Zgharta District
http://dbpedia.org/resource/Bint_Jbeil_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Yahoun,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Beit Yahoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Bint Jbeil District
https://dbpedia.org/page/Akkar_Governorate,3.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Younes,https://impact.cib.gov.lb/home#open_data_section,8.0,Impact Open Data,12.0,30.0,5.0,40.0,2.0,Beit Younes,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Byblos_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bejjeh,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Bejjeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Byblos_District,7.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bekhaaz,https://impact.cib.gov.lb/home#open_data_section,12.0,Impact Open Data,15.0,35.0,4.0,25.0,2.0,Bekhaaz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
https://dbpedia.org/page/South_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Benouati+Jezzine,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,9.0,20.0,30.0,20.0,10.0,Benouati Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
http://dbpedia.org/resource/Bint_Jbeil_District,3.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,40.0,18.0,7.0,2.0,Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Bint Jbeil District
http://dbpedia.org/resource/Beqaa_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beqaata+Aachqout,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Beqaata Aachqout,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Beqaa Governorate,
http://dbpedia.org/resource/Beqaa_Governorate,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beqaata+Kanaan,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,25.0,10.0,15.0,10.0,5.0,Beqaata Kanaan,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Beqaa Governorate,
https://dbpedia.org/page/Akkar_Governorate,2.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berbara+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1.0,Impact Open Data,20.0,70.0,2.0,4.0,1.0,Berbara Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Byblos_District,5.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berbara+Jbeil,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,30.0,10.0,10.0,10.0,5.0,Berbara Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Bsharri_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berhalioun,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Berhalioun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Bsharri District
http://dbpedia.org/resource/Sidon_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berti,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,10.0,20.0,10.0,20.0,Berti,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Sidon District
http://dbpedia.org/resource/Zgharta_District,0.0,15.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beslouqit,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,20.0,18.0,20.0,2.0,Beslouqit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Zgharta District
https://dbpedia.org/page/South_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Besri+Jezzine,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,25.0,20.0,20.0,10.0,5.0,Besri Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
http://dbpedia.org/resource/Tyre_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bestiyat,https://impact.cib.gov.lb/home#open_data_section,0.0,Impact Open Data,0.0,0.0,0.0,0.0,0.0,Bestiyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Tyre District
https://dbpedia.org/page/Akkar_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bezbina,https://impact.cib.gov.lb/home#open_data_section,40.0,Impact Open Data,15.0,20.0,4.0,20.0,1.0,Bezbina,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Aley_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhamdoun+Ed-Dayaa,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Bhamdoun Ed-Dayaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Aley_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhamdoun+El-Mhatta,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,25.0,28.0,7.0,5.0,5.0,Bhamdoun El-Mhatta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Matn_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhersaf,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,20.0,5.0,20.0,10.0,Bhersaf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Byblos_District,0.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bichtlida,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,5.0,35.0,10.0,40.0,5.0,Bichtlida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Batroun_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bijdarfil,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,23.0,15.0,20.0,10.0,2.0,Bijdarfil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Batroun District
http://dbpedia.org/resource/Matn_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bikfaya,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Bikfaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Aley_District,1.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Binnay,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,25.0,10.0,20.0,4.0,Binnay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Byblos_District,2.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bintaael,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,10.0,25.0,2.0,25.0,16.0,Bintaael,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
https://dbpedia.org/page/Akkar_Governorate,5.0,15.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biret+Aakkar,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,20.0,10.0,30.0,5.0,Biret Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/Beqaa_Governorate,10.0,27.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biret+Rachaya,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,10.0,30.0,3.0,40.0,2.0,Biret Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Beqaa Governorate,
http://dbpedia.org/resource/Aley_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bisrin,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,10.0,0.0,40.0,0.0,20.0,Bisrin,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Sidon_District,5.0,3.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bissariyeh,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,10.0,20.0,5.0,20.0,Bissariyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Sidon District
http://dbpedia.org/resource/Tyre_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biyad,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Biyad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Tyre District
http://dbpedia.org/resource/Keserwan_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bizhel,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,20.0,20.0,10.0,45.0,0.0,Bizhel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Keserwan District
https://dbpedia.org/page/South_Governorate,0.5,0.5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkassine,https://impact.cib.gov.lb/home#open_data_section,55.0,Impact Open Data,10.0,12.0,10.0,10.0,2.5,Bkassine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
https://dbpedia.org/page/North_Governorate,1.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkeftine,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,30.0,10.0,28.0,1.0,Bkeftine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,
http://dbpedia.org/resource/Aley_District,3.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkhichtay,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,10.0,10.0,3.0,35.0,4.0,Bkhichtay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/Bsharri_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blaouza,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,5.0,48.0,10.0,10.0,2.0,Blaouza,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Bsharri District
http://dbpedia.org/resource/Marjeyoun_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blat+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Blat Marjaayoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Marjeyoun District
